1,1,1,1,1,1,1,1,2023-10-23 13:26:03.310000
1,1,1,1,1,1,1,2,2023-10-23 13:26:24.007000
1,1,1,1,1,1,3,2023-10-23 13:27:38.307000
1,1,1,1,1,1,4,2023-10-23 13:28:20.511000
1,1,1,1,1,5,2023-10-23 13:30:00.921000
1,1,1,1,6,2023-10-23 13:31:18.827000
1,1,1,7,2023-10-23 13:32:26.238000
1,1,8,2023-10-23 13:33:27.545000
1,9,2023-10-23 13:34:25.131000
1,10,2023-10-23 13:35:16.134000
2,2,2,2,2,2,2,1,2023-10-23 13:26:43.046000
2,2,2,2,2,2,2023-10-23 13:29:02.857000
2,3,2023-10-23 13:34:50.476000
3,3,3,3,3,3,3,1,2023-10-23 13:26:52.322000
3,3,3,3,3,3,2,2023-10-23 13:28:07.124000
3,3,3,3,3,3,2023-10-23 13:29:16.734000
3,3,3,3,4,2023-10-23 13:30:36.941000
3,3,3,5,2023-10-23 13:32:06.655000
3,3,6,2023-10-23 13:33:28.162000
3,7,2023-10-23 13:35:30.246000
4,4,4,4,4,4,1,2023-10-23 13:27:31.360000
4,4,4,4,4,2,2023-10-23 13:28:44.167000
4,4,4,4,4,3,2023-10-23 13:29:56.972000
4,4,4,4,4,2023-10-23 13:30:45.277000
4,4,4,5,2023-10-23 13:32:11.291000
4,4,6,2023-10-23 13:33:24.499000
4,7,2023-10-23 13:34:49.185000
5,5,5,5,5,5,5,1,2023-10-23 13:26:07.820000
5,5,5,5,5,5,5,2,2023-10-23 13:26:34.351000
5,5,5,5,5,5,3,2023-10-23 13:27:23.852000
5,5,5,5,5,5,4,2023-10-23 13:28:17.356000
5,5,5,5,5,5,2023-10-23 13:29:17.763000
5,5,5,5,6,2023-10-23 13:30:12.268000
5,5,5,5,7,2023-10-23 13:30:56.571000
5,5,5,8,2023-10-23 13:31:32.878000
5,5,9,2023-10-23 13:33:09.593000
5,10,2023-10-23 13:34:30.778000
6,6,6,6,6,6,6,1,2023-10-23 13:26:02.302000
6,6,6,6,6,6,6,2,2023-10-23 13:26:59.883000
6,6,6,6,6,6,3,2023-10-23 13:28:17.387000
6,6,6,6,6,4,2023-10-23 13:29:43.693000
6,6,6,6,5,2023-10-23 13:30:29
6,6,6,6,6,2023-10-23 13:31:21.104000
6,6,7,2023-10-23 13:33:11.922000
6,6,8,2023-10-23 13:33:48.715000
6,9,2023-10-23 13:34:40.408000
7,7,7,7,7,7,7,1,2023-10-23 13:26:15.075000
7,7,7,7,7,7,7,2,2023-10-23 13:26:40.374000
7,7,7,7,7,7,3,2023-10-23 13:27:27.275000
7,7,7,7,7,7,4,2023-10-23 13:28:13.977000
7,7,7,7,7,5,2023-10-23 13:29:00.184000
7,7,7,7,7,6,2023-10-23 13:29:46.885000
7,7,7,7,7,2023-10-23 13:30:38.192000
7,7,7,8,2023-10-23 13:31:30.098000
7,7,7,9,2023-10-23 13:32:29.407000
7,7,10,2023-10-23 13:33:17.214000
7,11,2023-10-23 13:34:19.599000
7,12,2023-10-23 13:35:09.204000
8,8,8,8,8,8,1,2023-10-23 13:27:22.210000
8,8,8,8,8,2,2023-10-23 13:28:39.517000
8,8,8,8,8,3,2023-10-23 13:29:53.922000
8,8,8,8,4,2023-10-23 13:31:13.729000
8,8,8,5,2023-10-23 13:32:15.342000
8,6,2023-10-23 13:34:21.235000
9,9,9,9,9,9,9,1,2023-10-23 13:26:03.474000
9,9,9,9,9,9,9,2,2023-10-23 13:26:26.670000
9,9,9,9,9,9,9,3,2023-10-23 13:27:02.670000
9,9,9,9,9,9,4,2023-10-23 13:27:39.371000
9,9,9,9,9,9,5,2023-10-23 13:28:22.275000
9,9,9,9,9,6,2023-10-23 13:28:58.380000
9,9,9,9,9,7,2023-10-23 13:29:34.880000
9,9,9,9,8,2023-10-23 13:30:10.986000
9,9,9,9,9,2023-10-23 13:30:47.289000
9,9,9,9,10,2023-10-23 13:31:23.692000
9,9,9,11,2023-10-23 13:32:00.102000
9,9,9,12,2023-10-23 13:32:36.303000
9,9,13,2023-10-23 13:33:22.411000
9,9,14,2023-10-23 13:33:59.001000
9,15,2023-10-23 13:34:35.496000
9,16,2023-10-23 13:35:18.198000
10,10,10,10,10,10,1,2023-10-23 13:27:37.744000
10,10,10,10,10,10,2,2023-10-23 13:28:07.744000
10,10,10,10,10,3,2023-10-23 13:28:43.151000
10,10,10,10,10,4,2023-10-23 13:29:18.154000
10,10,10,10,10,5,2023-10-23 13:29:48.154000
10,10,10,10,6,2023-10-23 13:30:23.460000
10,10,10,10,7,2023-10-23 13:30:58.160000
10,10,10,8,2023-10-23 13:31:28.565000
10,10,10,9,2023-10-23 13:32:03.873000
10,10,10,10,2023-10-23 13:32:34.274000
10,10,11,2023-10-23 13:33:04.381000
10,10,12,2023-10-23 13:33:39.878000
10,10,13,2023-10-23 13:34:10.268000
10,14,2023-10-23 13:34:44.967000
10,15,2023-10-23 13:35:21.267000
11,11,11,11,11,11,11,1,2023-10-23 13:25:55.876000
