datetime,node,signal_group,push_button pressed,request status
2023-10-11 15:35:37.717000,3,4,1,Button Pressed
2023-10-11 15:35:58.510000,3,4,1,Serving Push_Button Request
2023-10-11 15:35:08.915000,5,2,1,Button Pressed
2023-10-11 15:35:41.905000,5,2,1,Serving Push_Button Request
2023-10-11 15:36:03.997000,5,4,1,Next Button Pressed to current
2023-10-11 15:36:08.995000,5,4,1,Serving Push_Button Request
2023-10-11 15:35:19.931000,7,4,1,Button Pressed
2023-10-11 15:35:55.420000,7,4,1,Serving Push_Button Request
