datetime,node,signal_group,push_button pressed,request status
2023-10-12 13:53:31.454000,1,2,1,Button Pressed
2023-10-12 13:53:45.450000,1,2,1,Serving Push_Button Request
2023-10-12 13:53:45.549000,1,2,1,Next Button Pressed to current
2023-10-12 13:54:22.538000,1,2,1,Serving Push_Button Request
2023-10-12 13:55:34.424000,2,4,1,Button Pressed
2023-10-12 13:53:04.837000,3,4,1,Button Pressed
2023-10-12 13:53:42.527000,3,4,1,Serving Push_Button Request
2023-10-12 13:54:11.618000,3,4,1,Next Button Pressed to current
2023-10-12 13:54:24.615000,3,4,1,Serving Push_Button Request
2023-10-12 13:56:31.548000,3,4,1,Button Pressed
2023-10-12 13:56:42.252000,3,4,1,Serving Push_Button Request
2023-10-12 13:57:11.257000,3,4,1,Next Button Pressed to current
2023-10-12 13:57:23.758000,3,4,1,Serving Push_Button Request
2023-10-12 13:57:52.769000,3,4,1,Next Button Pressed to current
2023-10-12 13:58:06.375000,3,4,1,Serving Push_Button Request
2023-10-12 13:52:53.338000,5,2,1,Button Pressed
2023-10-12 13:53:53.724000,5,2,1,Serving Push_Button Request
2023-10-12 13:54:15.818000,5,4,1,Next Button Pressed to current
2023-10-12 13:54:20.917000,5,4,1,Serving Push_Button Request
2023-10-12 13:54:48.914000,5,2,1,Next Button Pressed to current
2023-10-12 13:55:05.014000,5,2,1,Serving Push_Button Request
2023-10-12 13:55:27.121000,5,4,1,Next Button Pressed to current
2023-10-12 13:55:32.322000,5,4,1,Serving Push_Button Request
2023-10-12 13:56:00.333000,5,2,1,Next Button Pressed to current
2023-10-12 13:56:16.443000,5,2,1,Serving Push_Button Request
2023-10-12 13:56:38.551000,5,4,1,Next Button Pressed to current
2023-10-12 13:56:43.752000,5,4,1,Serving Push_Button Request
2023-10-12 13:57:11.657000,5,2,1,Next Button Pressed to current
2023-10-12 13:57:16.758000,5,2,1,Serving Push_Button Request
2023-10-12 13:57:38.763000,5,4,1,Next Button Pressed to current
2023-10-12 13:57:43.965000,5,4,1,Serving Push_Button Request
2023-10-12 13:58:11.878000,5,2,1,Next Button Pressed to current
2023-10-12 13:58:17.082000,5,2,1,Serving Push_Button Request
2023-10-12 13:58:38.992000,5,4,1,Next Button Pressed to current
2023-10-12 13:58:44.195000,5,4,1,Serving Push_Button Request
2023-10-12 13:59:12.308000,5,2,1,Next Button Pressed to current
2023-10-12 13:59:17.510000,5,2,1,Serving Push_Button Request
2023-10-12 13:59:39.617000,5,4,1,Next Button Pressed to current
2023-10-12 13:59:44.718000,5,4,1,Serving Push_Button Request
2023-10-12 14:00:12.727000,5,2,1,Next Button Pressed to current
2023-10-12 14:00:17.828000,5,2,1,Serving Push_Button Request
2023-10-12 14:00:39.834000,5,4,1,Next Button Pressed to current
2023-10-12 14:00:44.935000,5,4,1,Serving Push_Button Request
2023-10-12 13:53:12.532000,6,4,1,Button Pressed
2023-10-12 13:53:15.031000,6,4,1,Serving Push_Button Request
2023-10-12 13:53:40.024000,6,4,1,Next Button Pressed to current
2023-10-12 13:54:07.216000,6,4,1,Serving Push_Button Request
2023-10-12 13:56:01.528000,6,4,1,Button Pressed
2023-10-12 13:56:14.535000,6,4,1,Serving Push_Button Request
2023-10-12 13:56:39.447000,6,4,1,Next Button Pressed to current
2023-10-12 13:57:06.751000,6,4,1,Serving Push_Button Request
2023-10-12 14:00:25.105000,7,4,1,Button Pressed
2023-10-12 14:00:30.607000,7,4,1,Serving Push_Button Request
2023-10-12 13:54:48.656000,8,4,1,Button Pressed
2023-10-12 13:54:49.956000,8,4,1,Serving Push_Button Request
2023-10-12 13:55:18.960000,8,4,1,Next Button Pressed to current
2023-10-12 13:55:51.070000,8,4,1,Serving Push_Button Request
2023-10-12 13:57:49.909000,8,4,1,Button Pressed
2023-10-12 13:58:02.515000,8,4,1,Serving Push_Button Request
