datetime,node,signal_group,push_button pressed,request status
2023-10-12 13:53:31.454000,1,2,1,Button Pressed
2023-10-12 13:53:45.450000,1,2,1,Serving Push_Button Request
2023-10-12 13:53:45.549000,1,2,1,Next Button Pressed to current
2023-10-12 13:54:22.538000,1,2,1,Serving Push_Button Request
2023-10-12 13:53:04.837000,3,4,1,Button Pressed
2023-10-12 13:53:42.527000,3,4,1,Serving Push_Button Request
2023-10-12 13:54:11.618000,3,4,1,Next Button Pressed to current
2023-10-12 13:54:24.615000,3,4,1,Serving Push_Button Request
2023-10-12 13:52:53.338000,5,2,1,Button Pressed
2023-10-12 13:53:53.724000,5,2,1,Serving Push_Button Request
2023-10-12 13:54:15.818000,5,4,1,Next Button Pressed to current
2023-10-12 13:54:20.917000,5,4,1,Serving Push_Button Request
2023-10-12 13:54:48.914000,5,2,1,Next Button Pressed to current
2023-10-12 13:55:05.014000,5,2,1,Serving Push_Button Request
2023-10-12 13:55:27.121000,5,4,1,Next Button Pressed to current
2023-10-12 13:53:12.532000,6,4,1,Button Pressed
2023-10-12 13:53:15.031000,6,4,1,Serving Push_Button Request
2023-10-12 13:53:40.024000,6,4,1,Next Button Pressed to current
2023-10-12 13:54:07.216000,6,4,1,Serving Push_Button Request
2023-10-12 13:54:48.656000,8,4,1,Button Pressed
2023-10-12 13:54:49.956000,8,4,1,Serving Push_Button Request
2023-10-12 13:55:18.960000,8,4,1,Next Button Pressed to current
